valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,value,pop,incValue,valueYearCumSum,valueMean3y,trend,prct,deltaValue,deltaIncValue,incValuePrctChange,valueMean5y,dataComplete
cases,2014,year,SO,canton,all,agegroup_food,all,266,263719,100.86,NA,NA,NA,3.5,NA,NA,NA,NA,TRUE
cases,2014,year,SZ,canton,all,agegroup_food,all,143,152759,93.61,NA,NA,NA,1.9,NA,NA,NA,NA,TRUE
cases,2014,year,TG,canton,all,agegroup_food,all,271,263733,102.76,NA,NA,NA,3.6,NA,NA,NA,NA,TRUE
cases,2014,year,TI,canton,all,agegroup_food,all,219,350363,62.51,NA,NA,NA,2.9,NA,NA,NA,NA,TRUE
cases,2014,year,UR,canton,all,agegroup_food,all,38,36008,105.53,NA,NA,NA,0.5,NA,NA,NA,NA,TRUE
cases,2014,year,VD,canton,all,agegroup_food,all,557,761446,73.15,NA,NA,NA,7.4,NA,NA,NA,NA,TRUE
cases,2014,year,VS,canton,all,agegroup_food,all,354,331763,106.7,NA,NA,NA,4.7,NA,NA,NA,NA,TRUE
cases,2014,year,ZG,canton,all,agegroup_food,all,102,120089,84.94,NA,NA,NA,1.4,NA,NA,NA,NA,TRUE
cases,2014,year,ZH,canton,all,agegroup_food,all,1268,1446354,87.67,NA,NA,NA,16.9,NA,NA,NA,NA,TRUE
cases,2014,year,unknown,canton,all,agegroup_food,all,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,TRUE
cases,2015,year,AG,canton,all,agegroup_food,all,475,653541,72.68,NA,506,NA,7,NA,NA,NA,NA,TRUE
cases,2015,year,AI,canton,all,agegroup_food,all,8,15973,50.08,NA,18.3,NA,0.1,NA,NA,NA,NA,TRUE
cases,2015,year,AR,canton,all,agegroup_food,all,23,54530,42.18,NA,44.7,NA,0.3,NA,NA,NA,NA,TRUE
cases,2015,year,BE,canton,all,agegroup_food,all,798,1017183,78.45,NA,916,NA,11.7,NA,NA,NA,NA,TRUE
cases,2015,year,BL,canton,all,agegroup_food,all,388,283157,137.03,NA,391.7,NA,5.7,NA,NA,NA,NA,TRUE
cases,2015,year,BS,canton,all,agegroup_food,all,212,191757,110.56,NA,227,NA,3.1,NA,NA,NA,NA,TRUE
cases,2015,year,CH,country,all,agegroup_food,all,6833,8325194,82.08,NA,7277.3,NA,99.5,NA,NA,NA,NA,TRUE
cases,2015,year,CHFL,CHFL,all,agegroup_food,all,6870,8362816,82.15,NA,7322.3,falling,100,-676,-9.04,-9.9,NA,TRUE
cases,2015,year,FL,country,all,agegroup_food,all,37,37622,98.35,NA,45,NA,0.5,NA,NA,NA,NA,TRUE
cases,2015,year,FR,canton,all,agegroup_food,all,287,307409,93.36,NA,239.3,NA,4.2,NA,NA,NA,NA,TRUE
cases,2015,year,GE,canton,all,agegroup_food,all,522,484445,107.75,NA,425,NA,7.6,NA,NA,NA,NA,TRUE
cases,2015,year,GL,canton,all,agegroup_food,all,24,40021,59.97,NA,32,NA,0.4,NA,NA,NA,NA,TRUE
cases,2015,year,GR,canton,all,agegroup_food,all,174,196564,88.52,NA,182.7,NA,2.5,NA,NA,NA,NA,TRUE
cases,2015,year,JU,canton,all,agegroup_food,all,84,72771,115.43,NA,92,NA,1.2,NA,NA,NA,NA,TRUE
cases,2015,year,LU,canton,all,agegroup_food,all,299,398699,74.99,NA,355.3,NA,4.4,NA,NA,NA,NA,TRUE
cases,2015,year,NE,canton,all,agegroup_food,all,177,178073,99.4,NA,156.7,NA,2.6,NA,NA,NA,NA,TRUE
cases,2015,year,NW,canton,all,agegroup_food,all,55,42416,129.67,NA,51.7,NA,0.8,NA,NA,NA,NA,TRUE
cases,2015,year,OW,canton,all,agegroup_food,all,33,37071,89.02,NA,36,NA,0.5,NA,NA,NA,NA,TRUE
cases,2015,year,SG,canton,all,agegroup_food,all,244,499006,48.9,NA,387,NA,3.6,NA,NA,NA,NA,TRUE
cases,2015,year,SH,canton,all,agegroup_food,all,41,79828,51.36,NA,58.3,NA,0.6,NA,NA,NA,NA,TRUE
cases,2015,year,SO,canton,all,agegroup_food,all,254,266369,95.36,NA,275.7,NA,3.7,NA,NA,NA,NA,TRUE
cases,2015,year,SZ,canton,all,agegroup_food,all,108,154073,70.1,NA,130.7,NA,1.6,NA,NA,NA,NA,TRUE
cases,2015,year,TG,canton,all,agegroup_food,all,176,267393,65.82,NA,240.3,NA,2.6,NA,NA,NA,NA,TRUE
cases,2015,year,TI,canton,all,agegroup_food,all,229,351894,65.08,NA,193.3,NA,3.4,NA,NA,NA,NA,TRUE
cases,2015,year,UR,canton,all,agegroup_food,all,30,35971,83.4,NA,36.3,NA,0.4,NA,NA,NA,NA,TRUE
cases,2015,year,VD,canton,all,agegroup_food,all,640,773239,82.77,NA,587.7,NA,9.4,NA,NA,NA,NA,TRUE
cases,2015,year,VS,canton,all,agegroup_food,all,357,335622,106.37,NA,347.3,NA,5.2,NA,NA,NA,NA,TRUE
cases,2015,year,ZG,canton,all,agegroup_food,all,98,122113,80.25,NA,102.3,NA,1.4,NA,NA,NA,NA,TRUE
cases,2015,year,ZH,canton,all,agegroup_food,all,1092,1466076,74.48,NA,1240.7,NA,16,NA,NA,NA,NA,TRUE
cases,2015,year,unknown,canton,all,agegroup_food,all,5,NA,NA,NA,3.3,NA,0.1,NA,NA,NA,NA,TRUE
cases,2016,year,AG,canton,all,agegroup_food,all,623,663462,93.9,NA,531.7,NA,7.8,NA,NA,NA,NA,TRUE
cases,2016,year,AI,canton,all,agegroup_food,all,13,16003,81.23,NA,14.3,NA,0.2,NA,NA,NA,NA,TRUE
cases,2016,year,AR,canton,all,agegroup_food,all,36,54954,65.51,NA,39.3,NA,0.4,NA,NA,NA,NA,TRUE
cases,2016,year,BE,canton,all,agegroup_food,all,990,1026513,96.44,NA,926.7,NA,12.4,NA,NA,NA,NA,TRUE
cases,2016,year,BL,canton,all,agegroup_food,all,389,285624,136.19,NA,382.3,NA,4.9,NA,NA,NA,NA,TRUE
cases,2016,year,BS,canton,all,agegroup_food,all,224,193070,116.02,NA,225.3,NA,2.8,NA,NA,NA,NA,TRUE
cases,2016,year,CH,country,all,agegroup_food,all,8015,8419550,95.2,NA,7447.7,NA,99.3,NA,NA,NA,NA,TRUE
cases,2016,year,CHFL,CHFL,all,agegroup_food,all,8075,8457360,95.48,NA,7497,rising,100,1205,13.33,16.2,NA,TRUE
cases,2016,year,FL,country,all,agegroup_food,all,60,37810,158.69,NA,49.3,NA,0.7,NA,NA,NA,NA,TRUE
cases,2016,year,FR,canton,all,agegroup_food,all,302,311914,96.82,NA,275.7,NA,3.8,NA,NA,NA,NA,TRUE
cases,2016,year,GE,canton,all,agegroup_food,all,519,489524,106.02,NA,484.3,NA,6.5,NA,NA,NA,NA,TRUE
cases,2016,year,GL,canton,all,agegroup_food,all,31,40147,77.22,NA,31.3,NA,0.4,NA,NA,NA,NA,TRUE
cases,2016,year,GR,canton,all,agegroup_food,all,207,197550,104.78,NA,188,NA,2.6,NA,NA,NA,NA,TRUE
cases,2016,year,JU,canton,all,agegroup_food,all,88,73122,120.35,NA,87,NA,1.1,NA,NA,NA,NA,TRUE
cases,2016,year,LU,canton,all,agegroup_food,all,430,403397,106.59,NA,375,NA,5.4,NA,NA,NA,NA,TRUE
cases,2016,year,NE,canton,all,agegroup_food,all,168,178567,94.08,NA,163.7,NA,2.1,NA,NA,NA,NA,TRUE
cases,2016,year,NW,canton,all,agegroup_food,all,57,42556,133.94,NA,53.3,NA,0.7,NA,NA,NA,NA,TRUE
cases,2016,year,OW,canton,all,agegroup_food,all,51,37378,136.44,NA,41.7,NA,0.6,NA,NA,NA,NA,TRUE
cases,2016,year,SG,canton,all,agegroup_food,all,357,502552,71.04,NA,347.7,NA,4.5,NA,NA,NA,NA,TRUE
cases,2016,year,SH,canton,all,agegroup_food,all,55,80769,68.1,NA,52.3,NA,0.7,NA,NA,NA,NA,TRUE
cases,2016,year,SO,canton,all,agegroup_food,all,291,269441,108,NA,270.3,NA,3.6,NA,NA,NA,NA,TRUE
cases,2016,year,SZ,canton,all,agegroup_food,all,153,155863,98.16,NA,134.7,NA,1.9,NA,NA,NA,NA,TRUE
cases,2016,year,TG,canton,all,agegroup_food,all,200,270709,73.88,NA,215.7,NA,2.5,NA,NA,NA,NA,TRUE
cases,2016,year,TI,canton,all,agegroup_food,all,296,354375,83.53,NA,248,NA,3.7,NA,NA,NA,NA,TRUE
cases,2016,year,UR,canton,all,agegroup_food,all,39,36145,107.9,NA,35.7,NA,0.5,NA,NA,NA,NA,TRUE
cases,2016,year,VD,canton,all,agegroup_food,all,739,784822,94.16,NA,645.3,NA,9.2,NA,NA,NA,NA,TRUE
cases,2016,year,VS,canton,all,agegroup_food,all,367,339176,108.2,NA,359.3,NA,4.6,NA,NA,NA,NA,TRUE
cases,2016,year,ZG,canton,all,agegroup_food,all,121,123948,97.62,NA,107,NA,1.5,NA,NA,NA,NA,TRUE
cases,2016,year,ZH,canton,all,agegroup_food,all,1264,1487969,84.95,NA,1208,NA,15.8,NA,NA,NA,NA,TRUE
cases,2016,year,unknown,canton,all,agegroup_food,all,5,NA,NA,NA,4,NA,0.1,NA,NA,NA,NA,TRUE
cases,2017,year,AG,canton,all,agegroup_food,all,519,670988,77.35,NA,539,NA,7.2,NA,NA,NA,NA,TRUE
cases,2017,year,AI,canton,all,agegroup_food,all,11,16105,68.3,NA,10.7,NA,0.2,NA,NA,NA,NA,TRUE
cases,2017,year,AR,canton,all,agegroup_food,all,28,55178,50.74,NA,29,NA,0.4,NA,NA,NA,NA,TRUE
cases,2017,year,BE,canton,all,agegroup_food,all,830,1031126,80.49,NA,872.7,NA,11.5,NA,NA,NA,NA,TRUE
cases,2017,year,BL,canton,all,agegroup_food,all,330,287023,114.97,NA,369,NA,4.6,NA,NA,NA,NA,TRUE
cases,2017,year,BS,canton,all,agegroup_food,all,204,193908,105.2,NA,213.3,NA,2.8,NA,NA,NA,NA,TRUE
cases,2017,year,CH,country,all,agegroup_food,all,7199,8484130,84.85,NA,7349,NA,99.4,NA,NA,NA,NA,TRUE
cases,2017,year,CHFL,CHFL,all,agegroup_food,all,7242,8522244,84.98,NA,7395.7,falling,100,-833,-10.5,-11,7456.8,TRUE
cases,2017,year,FL,country,all,agegroup_food,all,43,38114,112.82,NA,46.7,NA,0.6,NA,NA,NA,NA,TRUE
cases,2017,year,FR,canton,all,agegroup_food,all,333,315074,105.69,NA,307.3,NA,4.6,NA,NA,NA,NA,TRUE
cases,2017,year,GE,canton,all,agegroup_food,all,566,495249,114.29,NA,535.7,NA,7.9,NA,NA,NA,NA,TRUE
cases,2017,year,GL,canton,all,agegroup_food,all,32,40349,79.31,NA,29,NA,0.4,NA,NA,NA,NA,TRUE
cases,2017,year,GR,canton,all,agegroup_food,all,160,197888,80.85,NA,180.3,NA,2.2,NA,NA,NA,NA,TRUE
cases,2017,year,JU,canton,all,agegroup_food,all,96,73290,130.99,NA,89.3,NA,1.3,NA,NA,NA,NA,TRUE
cases,2017,year,LU,canton,all,agegroup_food,all,292,406506,71.83,NA,340.3,NA,4.1,NA,NA,NA,NA,TRUE
cases,2017,year,NE,canton,all,agegroup_food,all,169,177964,94.96,NA,171.3,NA,2.3,NA,NA,NA,NA,TRUE
cases,2017,year,NW,canton,all,agegroup_food,all,39,42969,90.76,NA,50.3,NA,0.5,NA,NA,NA,NA,TRUE
cases,2017,year,OW,canton,all,agegroup_food,all,41,37575,109.12,NA,41.7,NA,0.6,NA,NA,NA,NA,TRUE
cases,2017,year,SG,canton,all,agegroup_food,all,332,504686,65.78,NA,311,NA,4.6,NA,NA,NA,NA,TRUE
cases,2017,year,SH,canton,all,agegroup_food,all,72,81351,88.51,NA,56,NA,1,NA,NA,NA,NA,TRUE
cases,2017,year,SO,canton,all,agegroup_food,all,229,271432,84.37,NA,258,NA,3.2,NA,NA,NA,NA,TRUE
cases,2017,year,SZ,canton,all,agegroup_food,all,132,157301,83.92,NA,131,NA,1.8,NA,NA,NA,NA,TRUE
cases,2017,year,TG,canton,all,agegroup_food,all,195,273801,71.22,NA,190.3,NA,2.7,NA,NA,NA,NA,TRUE
cases,2017,year,TI,canton,all,agegroup_food,all,252,353709,71.25,NA,259,NA,3.5,NA,NA,NA,NA,TRUE
cases,2017,year,UR,canton,all,agegroup_food,all,36,36299,99.18,NA,35,NA,0.5,NA,NA,NA,NA,TRUE
cases,2017,year,VD,canton,all,agegroup_food,all,679,793129,85.61,NA,686,NA,9.4,NA,NA,NA,NA,TRUE
cases,2017,year,VS,canton,all,agegroup_food,all,370,341463,108.36,NA,364.7,NA,5.1,NA,NA,NA,NA,TRUE
cases,2017,year,ZG,canton,all,agegroup_food,all,93,125421,74.15,NA,104,NA,1.3,NA,NA,NA,NA,TRUE
cases,2017,year,ZH,canton,all,agegroup_food,all,1142,1504346,75.91,NA,1166,NA,15.9,NA,NA,NA,NA,TRUE
cases,2017,year,unknown,canton,all,agegroup_food,all,17,NA,NA,NA,9,NA,0.2,NA,NA,NA,NA,TRUE
cases,2018,year,AG,canton,all,agegroup_food,all,459,678207,67.68,NA,533.7,NA,6,NA,NA,NA,NA,TRUE
cases,2018,year,AI,canton,all,agegroup_food,all,13,16145,80.52,NA,12.3,NA,0.2,NA,NA,NA,NA,TRUE
cases,2018,year,AR,canton,all,agegroup_food,all,44,55234,79.66,NA,36,NA,0.6,NA,NA,NA,NA,TRUE
cases,2018,year,BE,canton,all,agegroup_food,all,925,1034977,89.37,NA,915,NA,12.1,NA,NA,NA,NA,TRUE
cases,2018,year,BL,canton,all,agegroup_food,all,375,288132,130.15,NA,364.7,NA,4.9,NA,NA,NA,NA,TRUE
cases,2018,year,BS,canton,all,agegroup_food,all,186,194766,95.5,NA,204.7,NA,2.4,NA,NA,NA,NA,TRUE
cases,2018,year,CH,country,all,agegroup_food,all,7673,8544527,89.8,NA,7629,NA,99.3,NA,NA,NA,NA,TRUE
cases,2018,year,CHFL,CHFL,all,agegroup_food,all,7728,8582905,90.04,NA,7681.7,rising,100,486,5.06,6,7492.2,TRUE
cases,2018,year,FL,country,all,agegroup_food,all,55,38378,143.31,NA,52.7,NA,0.7,NA,NA,NA,NA,TRUE
cases,2018,year,FR,canton,all,agegroup_food,all,351,318714,110.13,NA,328.7,NA,4.6,NA,NA,NA,NA,TRUE
cases,2018,year,GE,canton,all,agegroup_food,all,612,499480,122.53,NA,565.7,NA,8,NA,NA,NA,NA,TRUE
cases,2018,year,GL,canton,all,agegroup_food,all,25,40403,61.88,NA,29.3,NA,0.3,NA,NA,NA,NA,TRUE
cases,2018,year,GR,canton,all,agegroup_food,all,154,198379,77.63,NA,173.7,NA,2,NA,NA,NA,NA,TRUE
cases,2018,year,JU,canton,all,agegroup_food,all,107,73419,145.74,NA,97,NA,1.4,NA,NA,NA,NA,TRUE
cases,2018,year,LU,canton,all,agegroup_food,all,331,409557,80.82,NA,351,NA,4.3,NA,NA,NA,NA,TRUE
cases,2018,year,NE,canton,all,agegroup_food,all,214,176850,121.01,NA,183.7,NA,2.8,NA,NA,NA,NA,TRUE
cases,2018,year,NW,canton,all,agegroup_food,all,46,43223,106.42,NA,47.3,NA,0.6,NA,NA,NA,NA,TRUE
cases,2018,year,OW,canton,all,agegroup_food,all,24,37841,63.42,NA,38.7,NA,0.3,NA,NA,NA,NA,TRUE
cases,2018,year,SG,canton,all,agegroup_food,all,382,507697,75.24,NA,357,NA,5,NA,NA,NA,NA,TRUE
cases,2018,year,SH,canton,all,agegroup_food,all,72,81991,87.81,NA,66.3,NA,0.9,NA,NA,NA,NA,TRUE
cases,2018,year,SO,canton,all,agegroup_food,all,257,273194,94.07,NA,259,NA,3.3,NA,NA,NA,NA,TRUE
cases,2018,year,SZ,canton,all,agegroup_food,all,116,159165,72.88,NA,133.7,NA,1.5,NA,NA,NA,NA,TRUE
cases,2018,year,TG,canton,all,agegroup_food,all,178,276472,64.38,NA,191,NA,2.3,NA,NA,NA,NA,TRUE
cases,2018,year,TI,canton,all,agegroup_food,all,326,353343,92.26,NA,291.3,NA,4.2,NA,NA,NA,NA,TRUE
cases,2018,year,UR,canton,all,agegroup_food,all,36,36433,98.81,NA,37,NA,0.5,NA,NA,NA,NA,TRUE
cases,2018,year,VD,canton,all,agegroup_food,all,753,799145,94.23,NA,723.7,NA,9.8,NA,NA,NA,NA,TRUE
cases,2018,year,VS,canton,all,agegroup_food,all,425,343955,123.56,NA,387.3,NA,5.5,NA,NA,NA,NA,TRUE
cases,2018,year,ZG,canton,all,agegroup_food,all,92,126837,72.53,NA,102,NA,1.2,NA,NA,NA,NA,TRUE
cases,2018,year,ZH,canton,all,agegroup_food,all,1165,1520968,76.6,NA,1190.3,NA,15.2,NA,NA,NA,NA,TRUE
cases,2018,year,unknown,canton,all,agegroup_food,all,5,NA,NA,NA,9,NA,0.1,NA,NA,NA,NA,TRUE
cases,2019,year,AG,canton,all,agegroup_food,all,490,685845,71.44,NA,489.3,NA,6.8,NA,NA,NA,NA,TRUE
cases,2019,year,AI,canton,all,agegroup_food,all,11,16128,68.2,NA,11.7,NA,0.2,NA,NA,NA,NA,TRUE
cases,2019,year,AR,canton,all,agegroup_food,all,23,55445,41.48,NA,31.7,NA,0.3,NA,NA,NA,NA,TRUE
cases,2019,year,BE,canton,all,agegroup_food,all,762,1039474,73.31,NA,839,NA,10.6,NA,NA,NA,NA,TRUE
cases,2019,year,BL,canton,all,agegroup_food,all,303,289468,104.67,NA,336,NA,4.2,NA,NA,NA,NA,TRUE
cases,2019,year,BS,canton,all,agegroup_food,all,181,195844,92.42,NA,190.3,NA,2.5,NA,NA,NA,NA,TRUE
cases,2019,year,CH,country,all,agegroup_food,all,7219,8606033,83.88,NA,7363.7,NA,99.5,NA,NA,NA,NA,TRUE
cases,2019,year,CHFL,CHFL,all,agegroup_food,all,7253,8644780,83.9,NA,7407.7,falling,100,-475,-6.14,-6.8,7433.6,TRUE
cases,2019,year,FL,country,all,agegroup_food,all,34,38747,87.75,NA,44,NA,0.5,NA,NA,NA,NA,TRUE
cases,2019,year,FR,canton,all,agegroup_food,all,334,321783,103.8,NA,339.3,NA,4.6,NA,NA,NA,NA,TRUE
cases,2019,year,GE,canton,all,agegroup_food,all,563,504128,111.68,NA,580.3,NA,7.8,NA,NA,NA,NA,TRUE
cases,2019,year,GL,canton,all,agegroup_food,all,24,40590,59.13,NA,27,NA,0.3,NA,NA,NA,NA,TRUE
cases,2019,year,GR,canton,all,agegroup_food,all,149,199021,74.87,NA,154.3,NA,2.1,NA,NA,NA,NA,TRUE
cases,2019,year,JU,canton,all,agegroup_food,all,88,73584,119.59,NA,97,NA,1.2,NA,NA,NA,NA,TRUE
cases,2019,year,LU,canton,all,agegroup_food,all,318,413120,76.98,NA,313.7,NA,4.4,NA,NA,NA,NA,TRUE
cases,2019,year,NE,canton,all,agegroup_food,all,170,176496,96.32,NA,184.3,NA,2.4,NA,NA,NA,NA,TRUE
cases,2019,year,NW,canton,all,agegroup_food,all,43,43087,99.8,NA,42.7,NA,0.6,NA,NA,NA,NA,TRUE
cases,2019,year,OW,canton,all,agegroup_food,all,33,37930,87,NA,32.7,NA,0.5,NA,NA,NA,NA,TRUE
cases,2019,year,SG,canton,all,agegroup_food,all,342,510734,66.96,NA,352,NA,4.7,NA,NA,NA,NA,TRUE
cases,2019,year,SH,canton,all,agegroup_food,all,56,82348,68,NA,66.7,NA,0.8,NA,NA,NA,NA,TRUE
cases,2019,year,SO,canton,all,agegroup_food,all,225,275247,81.74,NA,237,NA,3.1,NA,NA,NA,NA,TRUE
cases,2019,year,SZ,canton,all,agegroup_food,all,138,160480,85.99,NA,128.7,NA,1.9,NA,NA,NA,NA,TRUE
cases,2019,year,TG,canton,all,agegroup_food,all,167,279547,59.74,NA,180,NA,2.3,NA,NA,NA,NA,TRUE
cases,2019,year,TI,canton,all,agegroup_food,all,314,351491,89.33,NA,297.3,NA,4.3,NA,NA,NA,NA,TRUE
cases,2019,year,UR,canton,all,agegroup_food,all,25,36703,68.11,NA,32.3,NA,0.3,NA,NA,NA,NA,TRUE
cases,2019,year,VD,canton,all,agegroup_food,all,772,805098,95.89,NA,734.7,NA,10.7,NA,NA,NA,NA,TRUE
cases,2019,year,VS,canton,all,agegroup_food,all,419,345525,121.26,NA,404.7,NA,5.8,NA,NA,NA,NA,TRUE
cases,2019,year,ZG,canton,all,agegroup_food,all,117,127642,91.66,NA,100.7,NA,1.6,NA,NA,NA,NA,TRUE
cases,2019,year,ZH,canton,all,agegroup_food,all,1144,1539275,74.32,NA,1150.3,NA,15.8,NA,NA,NA,NA,TRUE
cases,2019,year,unknown,canton,all,agegroup_food,all,8,NA,NA,NA,10,NA,0.1,NA,NA,NA,NA,TRUE
cases,2020,year,AG,canton,all,agegroup_food,all,426,694072,61.38,NA,458.3,NA,7.1,NA,NA,NA,NA,TRUE
cases,2020,year,AI,canton,all,agegroup_food,all,10,16293,61.38,NA,11.3,NA,0.2,NA,NA,NA,NA,TRUE
cases,2020,year,AR,canton,all,agegroup_food,all,22,55309,39.78,NA,29.7,NA,0.4,NA,NA,NA,NA,TRUE
cases,2020,year,BE,canton,all,agegroup_food,all,696,1043132,66.72,NA,794.3,NA,11.6,NA,NA,NA,NA,TRUE
cases,2020,year,BL,canton,all,agegroup_food,all,244,290969,83.86,NA,307.3,NA,4.1,NA,NA,NA,NA,TRUE
cases,2020,year,BS,canton,all,agegroup_food,all,152,196735,77.26,NA,173,NA,2.5,NA,NA,NA,NA,TRUE
cases,2020,year,CH,country,all,agegroup_food,all,6004,8670300,69.25,NA,6965.3,NA,99.4,NA,NA,NA,NA,TRUE
cases,2020,year,CHFL,CHFL,all,agegroup_food,all,6042,8709355,69.37,NA,7007.7,falling,100,-1211,-14.53,-17.3,7268,TRUE
cases,2020,year,FL,country,all,agegroup_food,all,38,39055,97.3,NA,42.3,NA,0.6,NA,NA,NA,NA,TRUE
cases,2020,year,FR,canton,all,agegroup_food,all,250,325496,76.81,NA,311.7,NA,4.2,NA,NA,NA,NA,TRUE
cases,2020,year,GE,canton,all,agegroup_food,all,427,506343,84.33,NA,534,NA,7.1,NA,NA,NA,NA,TRUE
cases,2020,year,GL,canton,all,agegroup_food,all,33,40851,80.78,NA,27.3,NA,0.5,NA,NA,NA,NA,TRUE
cases,2020,year,GR,canton,all,agegroup_food,all,135,200096,67.47,NA,146,NA,2.2,NA,NA,NA,NA,TRUE
cases,2020,year,JU,canton,all,agegroup_food,all,84,73709,113.96,NA,93,NA,1.4,NA,NA,NA,NA,TRUE
cases,2020,year,LU,canton,all,agegroup_food,all,260,416347,62.45,NA,303,NA,4.3,NA,NA,NA,NA,TRUE
cases,2020,year,NE,canton,all,agegroup_food,all,154,175894,87.55,NA,179.3,NA,2.6,NA,NA,NA,NA,TRUE
cases,2020,year,NW,canton,all,agegroup_food,all,20,43520,45.96,NA,36.3,NA,0.3,NA,NA,NA,NA,TRUE
cases,2020,year,OW,canton,all,agegroup_food,all,29,38108,76.1,NA,28.7,NA,0.5,NA,NA,NA,NA,TRUE
cases,2020,year,SG,canton,all,agegroup_food,all,274,514504,53.26,NA,332.7,NA,4.6,NA,NA,NA,NA,TRUE
cases,2020,year,SH,canton,all,agegroup_food,all,51,83107,61.37,NA,59.7,NA,0.8,NA,NA,NA,NA,TRUE
cases,2020,year,SO,canton,all,agegroup_food,all,179,277462,64.51,NA,220.3,NA,3,NA,NA,NA,NA,TRUE
cases,2020,year,SZ,canton,all,agegroup_food,all,98,162157,60.44,NA,117.3,NA,1.6,NA,NA,NA,NA,TRUE
cases,2020,year,TG,canton,all,agegroup_food,all,172,282909,60.8,NA,172.3,NA,2.9,NA,NA,NA,NA,TRUE
cases,2020,year,TI,canton,all,agegroup_food,all,253,350986,72.08,NA,297.7,NA,4.2,NA,NA,NA,NA,TRUE
cases,2020,year,UR,canton,all,agegroup_food,all,26,36819,70.62,NA,29,NA,0.4,NA,NA,NA,NA,TRUE
cases,2020,year,VD,canton,all,agegroup_food,all,653,814762,80.15,NA,726,NA,10.9,NA,NA,NA,NA,TRUE
cases,2020,year,VS,canton,all,agegroup_food,all,348,348503,99.86,NA,397.3,NA,5.8,NA,NA,NA,NA,TRUE
cases,2020,year,ZG,canton,all,agegroup_food,all,72,128794,55.9,NA,93.7,NA,1.2,NA,NA,NA,NA,TRUE
cases,2020,year,ZH,canton,all,agegroup_food,all,932,1553423,60,NA,1080.3,NA,15.5,NA,NA,NA,NA,TRUE
cases,2020,year,unknown,canton,all,agegroup_food,all,4,NA,NA,NA,5.7,NA,0.1,NA,NA,NA,NA,TRUE
cases,2021,year,AG,canton,all,agegroup_food,all,478,703086,67.99,NA,464.7,NA,7.1,NA,NA,NA,NA,TRUE
cases,2021,year,AI,canton,all,agegroup_food,all,9,16360,55.01,NA,10,NA,0.1,NA,NA,NA,NA,TRUE
cases,2021,year,AR,canton,all,agegroup_food,all,29,55585,52.17,NA,24.7,NA,0.4,NA,NA,NA,NA,TRUE
cases,2021,year,BE,canton,all,agegroup_food,all,715,1047473,68.26,NA,724.3,NA,10.6,NA,NA,NA,NA,TRUE
cases,2021,year,BL,canton,all,agegroup_food,all,310,292817,105.87,NA,285.7,NA,4.6,NA,NA,NA,NA,TRUE
cases,2021,year,BS,canton,all,agegroup_food,all,137,196036,69.89,NA,156.7,NA,2,NA,NA,NA,NA,TRUE
cases,2021,year,CH,country,all,agegroup_food,all,6764,8738791,77.4,NA,6662.3,NA,99.4,NA,NA,NA,NA,TRUE
cases,2021,year,CHFL,CHFL,all,agegroup_food,all,6802,8778099,77.49,NA,6699,rising,100,760,8.12,11.7,7013.4,TRUE
cases,2021,year,FL,country,all,agegroup_food,all,38,39308,96.67,NA,36.7,NA,0.6,NA,NA,NA,NA,TRUE
cases,2021,year,FR,canton,all,agegroup_food,all,319,329809,96.72,NA,301,NA,4.7,NA,NA,NA,NA,TRUE
cases,2021,year,GE,canton,all,agegroup_food,all,485,509448,95.2,NA,491.7,NA,7.2,NA,NA,NA,NA,TRUE
cases,2021,year,GL,canton,all,agegroup_food,all,32,41190,77.69,NA,29.7,NA,0.5,NA,NA,NA,NA,TRUE
cases,2021,year,GR,canton,all,agegroup_food,all,133,201376,66.05,NA,139,NA,2,NA,NA,NA,NA,TRUE
cases,2021,year,JU,canton,all,agegroup_food,all,91,73798,123.31,NA,87.7,NA,1.3,NA,NA,NA,NA,TRUE
cases,2021,year,LU,canton,all,agegroup_food,all,269,420326,64,NA,282.3,NA,4,NA,NA,NA,NA,TRUE
cases,2021,year,NE,canton,all,agegroup_food,all,193,176166,109.56,NA,172.3,NA,2.9,NA,NA,NA,NA,TRUE
cases,2021,year,NW,canton,all,agegroup_food,all,34,43894,77.46,NA,32.3,NA,0.5,NA,NA,NA,NA,TRUE
cases,2021,year,OW,canton,all,agegroup_food,all,39,38435,101.47,NA,33.7,NA,0.6,NA,NA,NA,NA,TRUE
cases,2021,year,SG,canton,all,agegroup_food,all,322,519245,62.01,NA,312.7,NA,4.8,NA,NA,NA,NA,TRUE
cases,2021,year,SH,canton,all,agegroup_food,all,71,83995,84.53,NA,59.3,NA,1,NA,NA,NA,NA,TRUE
cases,2021,year,SO,canton,all,agegroup_food,all,230,280245,82.07,NA,211.3,NA,3.4,NA,NA,NA,NA,TRUE
cases,2021,year,SZ,canton,all,agegroup_food,all,127,163689,77.59,NA,121,NA,1.9,NA,NA,NA,NA,TRUE
cases,2021,year,TG,canton,all,agegroup_food,all,147,285964,51.41,NA,162,NA,2.2,NA,NA,NA,NA,TRUE
cases,2021,year,TI,canton,all,agegroup_food,all,295,352181,83.76,NA,287.3,NA,4.4,NA,NA,NA,NA,TRUE
